Компания / Профиль,Источник,Ниша,Город,Ссылка,Телефон,Email,ИНН/БИН,Боли компании,Угол захода,Что предложить (Оффер),Драфт 1-го сообщения
White Rabbit Family,hh.ru,маркетинг,Москва,https://hh.ru/employer/1834129,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для White Rabbit Family. Подскажите, с кем можно обсудить детали?"
MOJO (ООО СОКО),hh.ru,маркетинг,"Санкт-Петербург, р-н Московский",https://hh.ru/employer/12123722,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для MOJO (ООО СОКО). Подскажите, с кем можно обсудить детали?"
ТООDOMGROUP,hh.kz,маркетинг,"Конаев, 4-й микрорайон, 64",https://hh.kz/employer/12916198,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООDOMGROUP. Подскажите, с кем можно обсудить детали?"
ОООСмартдор,hh.kz,маркетинг,"Нарва, улица Кадастику, 57",https://hh.kz/employer/12540525,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ОООСмартдор. Подскажите, с кем можно обсудить детали?"
ТООNetBet (НэтБэт),hh.kz,маркетинг,Алматы,https://hh.kz/employer/4655760,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООNetBet (НэтБэт). Подскажите, с кем можно обсудить детали?"
ТООMOONLINE,hh.kz,маркетинг,Алматы,https://hh.kz/employer/12391126,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООMOONLINE. Подскажите, с кем можно обсудить детали?"
TBC Recruiting,hh.kz,маркетинг,Алматы,https://hh.kz/employer/12393737,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для TBC Recruiting. Подскажите, с кем можно обсудить детали?"
ИПКадровое агентство ProHR (ИП БАЙБАЛИН),hh.kz,маркетинг,"Астана, проспект Мангилик Ел, 37",https://hh.kz/employer/10259089,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ИПКадровое агентство ProHR (ИП БАЙБАЛИН). Подскажите, с кем можно обсудить детали?"
ТООBusiness Media Central Asia (Бизнес Медиа Централ Азия),hh.kz,маркетинг,"Астана, проспект Мангилик Ел, 55/14",https://hh.kz/employer/4982595,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООBusiness Media Central Asia (Бизнес Медиа Централ Азия). Подскажите, с кем можно обсудить детали?"
ТООThe Insider,hh.kz,маркетинг,"Алматы, улица Шолом-Алейхема, 21",https://hh.kz/employer/9932741,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООThe Insider. Подскажите, с кем можно обсудить детали?"
ТООArmeta KZ,hh.kz,маркетинг,"Астана, улица Сыганак, 60/2",https://hh.kz/employer/12422541,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООArmeta KZ. Подскажите, с кем можно обсудить детали?"
ТООStudyON,hh.kz,маркетинг,"Шымкент, микрорайон Астана, 78",https://hh.kz/employer/4272890,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООStudyON. Подскажите, с кем можно обсудить детали?"
ТООStella Kazakhstan,hh.kz,маркетинг,"Алматы, проспект Сакена Сейфуллина, 506",https://hh.kz/employer/2557703,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООStella Kazakhstan. Подскажите, с кем можно обсудить детали?"
ТООBright Rich,hh.kz,маркетинг,Алматы,https://hh.kz/employer/12737859,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООBright Rich. Подскажите, с кем можно обсудить детали?"
ИПSpace Office,hh.kz,маркетинг,"Астана, Есильский район, улица Акмешит, 19А",https://hh.kz/employer/12509594,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ИПSpace Office. Подскажите, с кем можно обсудить детали?"
ТООHaval Motor Kazakhstan,hh.kz,маркетинг,"Алматы, проспект Аль-Фараби, 116/1 F1A",https://hh.kz/employer/10694438,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООHaval Motor Kazakhstan. Подскажите, с кем можно обсудить детали?"
ИПThe One System,hh.kz,маркетинг,Алматы,https://hh.kz/employer/12255661,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ИПThe One System. Подскажите, с кем можно обсудить детали?"
ТООTurk Dunyasi,hh.kz,маркетинг,Алматы,https://hh.kz/employer/9595819,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООTurk Dunyasi. Подскажите, с кем можно обсудить детали?"
ТООSheraton Astana Hotel,hh.kz,маркетинг,"Астана, улица Сыганак, 60/1",https://hh.kz/employer/4159809,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООSheraton Astana Hotel. Подскажите, с кем можно обсудить детали?"
islam_khanin (@islam_khanin),threads.net,Threads: маркетинг,Удалённо / СНГ,https://www.threads.net/@islam_khanin,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для islam_khanin (@islam_khanin). Подскажите, с кем можно обсудить детали?"
leart.me (@leart.me),threads.net,Threads: маркетинг,Удалённо / СНГ,https://www.threads.net/@leart.me,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для leart.me (@leart.me). Подскажите, с кем можно обсудить детали?"
yakovlev.traffic (@yakovlev.traffic),threads.net,Threads: маркетинг,Удалённо / СНГ,https://www.threads.net/@yakovlev.traffic,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для yakovlev.traffic (@yakovlev.traffic). Подскажите, с кем можно обсудить детали?"
arthur_neguru (@arthur_neguru),threads.net,Threads: маркетинг,Удалённо / СНГ,https://www.threads.net/@arthur_neguru,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для arthur_neguru (@arthur_neguru). Подскажите, с кем можно обсудить детали?"
ruslana_vetrenko (@ruslana_vetrenko),threads.net,Threads: маркетинг,Удалённо / СНГ,https://www.threads.net/@ruslana_vetrenko,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ruslana_vetrenko (@ruslana_vetrenko). Подскажите, с кем можно обсудить детали?"
mazurenochk_a (@mazurenochk_a),threads.net,Threads: маркетинг,Удалённо / СНГ,https://www.threads.net/@mazurenochk_a,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для mazurenochk_a (@mazurenochk_a). Подскажите, с кем можно обсудить детали?"
irinakuznetsova23 (@irinakuznetsova23),threads.net,Threads: маркетинг,Удалённо / СНГ,https://www.threads.net/@irinakuznetsova23,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для irinakuznetsova23 (@irinakuznetsova23). Подскажите, с кем можно обсудить детали?"
dika_dadika (@dika_dadika),threads.net,Threads: маркетинг,Удалённо / СНГ,https://www.threads.net/@dika_dadika,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: маркетинг,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для dika_dadika (@dika_dadika). Подскажите, с кем можно обсудить детали?"
ОООРА Дельта,hh.ru,контекстная реклама,Москва,https://hh.ru/employer/4747821,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ОООРА Дельта. Подскажите, с кем можно обсудить детали?"
AdsFlow,hh.ru,контекстная реклама,Москва,https://hh.ru/employer/11410628,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для AdsFlow. Подскажите, с кем можно обсудить детали?"
ОООAdClients,hh.ru,контекстная реклама,"Тула, р-н Советский",https://hh.ru/employer/823257,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ОООAdClients. Подскажите, с кем можно обсудить детали?"
Skillbox: Коммерческий департамент,hh.ru,контекстная реклама,Москва,https://hh.ru/employer/2863076,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для Skillbox: Коммерческий департамент. Подскажите, с кем можно обсудить детали?"
Millennium,hh.ru,контекстная реклама,Москва,https://hh.ru/employer/687175,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для Millennium. Подскажите, с кем можно обсудить детали?"
DaCarProclime,hh.ru,контекстная реклама,"Нижнекамск, улица Гагарина, 21В",https://hh.ru/employer/4407319,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для DaCarProclime. Подскажите, с кем можно обсудить детали?"
Digital Iceberg,hh.ru,контекстная реклама,"Краснодар, р-н Центральный",https://hh.ru/employer/12722860,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для Digital Iceberg. Подскажите, с кем можно обсудить детали?"
Медийное агентство AMG,hh.ru,контекстная реклама,"Екатеринбург, р-н Кировский",https://hh.ru/employer/2974043,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для Медийное агентство AMG. Подскажите, с кем можно обсудить детали?"
Think Agency,hh.ru,контекстная реклама,Москва,https://hh.ru/employer/6155272,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для Think Agency. Подскажите, с кем можно обсудить детали?"
Компания (hh.ru),hh.ru,контекстная реклама,Москва,https://hh.ru/vacancy/135443956,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для Компания (hh.ru). Подскажите, с кем можно обсудить детали?"
TeleClubGroup,hh.ru,контекстная реклама,Екатеринбург,https://hh.ru/employer/3075555,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для TeleClubGroup. Подскажите, с кем можно обсудить детали?"
SKDESIGN (СК ДИЗАЙН),hh.ru,контекстная реклама,Москва,https://hh.ru/employer/1615326,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для SKDESIGN (СК ДИЗАЙН). Подскажите, с кем можно обсудить детали?"
ТООApple Tech Kazakhstan,hh.kz,контекстная реклама,"Алматы, улица Фонвизина, 15",https://hh.kz/employer/1507949,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООApple Tech Kazakhstan. Подскажите, с кем можно обсудить детали?"
ТООAtamura Group,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/11680164,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООAtamura Group. Подскажите, с кем можно обсудить детали?"
ТООРамадан2020,hh.kz,контекстная реклама,Астана,https://hh.kz/employer/9919756,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООРамадан2020. Подскажите, с кем можно обсудить детали?"
ИПАмраев Р.Р,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/2480697,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ИПАмраев Р.Р. Подскажите, с кем можно обсудить детали?"
ИПHR Solutions (ТМ Белый Ветер KZ),hh.kz,контекстная реклама,"Астана, проспект Богенбай батыра, 46",https://hh.kz/employer/5001476,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ИПHR Solutions (ТМ Белый Ветер KZ). Подскажите, с кем можно обсудить детали?"
ТООSofiaGlobal,hh.kz,контекстная реклама,"Астана, улица Розы Баглановой, 3/1",https://hh.kz/employer/9571042,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООSofiaGlobal. Подскажите, с кем можно обсудить детали?"
ТООA-Medical Systems,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/5735949,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООA-Medical Systems. Подскажите, с кем можно обсудить детали?"
ТООAlmagest Бизнес,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/2348297,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООAlmagest Бизнес. Подскажите, с кем можно обсудить детали?"
ТООВНЕДРЕНИЕ.KZ,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/4003187,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООВНЕДРЕНИЕ.KZ. Подскажите, с кем можно обсудить детали?"
ТООTECHNO POWER,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/5349915,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООTECHNO POWER. Подскажите, с кем можно обсудить детали?"
ТООМФО Dem finance,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/11652586,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООМФО Dem finance. Подскажите, с кем можно обсудить детали?"
ТООCOSMETICS STAR,hh.kz,контекстная реклама,"Астана, улица Кайыма Мухамедханова, 11/1",https://hh.kz/employer/5942600,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООCOSMETICS STAR. Подскажите, с кем можно обсудить детали?"
ТООSMARTAPPS,hh.kz,контекстная реклама,"Нур-Султан (Астана), улица Чингиза Айтматова, 29",https://hh.kz/employer/1882686,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООSMARTAPPS. Подскажите, с кем можно обсудить детали?"
ТООATOM LIFE,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/12760484,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООATOM LIFE. Подскажите, с кем можно обсудить детали?"
ТООKorea Partners (Корея Партнерс),hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/8986313,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООKorea Partners (Корея Партнерс). Подскажите, с кем можно обсудить детали?"
ИПFIR AGRO,hh.kz,контекстная реклама,"Кокшетау, улица Шокана Уалиханова, 203",https://hh.kz/employer/5847618,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ИПFIR AGRO. Подскажите, с кем можно обсудить детали?"
ТООAQYLBAY AUTO MARKET,hh.kz,контекстная реклама,"Шымкент, микрорайон Северо-Восток",https://hh.kz/employer/12621499,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООAQYLBAY AUTO MARKET. Подскажите, с кем можно обсудить детали?"
ТООSky Group Company,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/12516117,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООSky Group Company. Подскажите, с кем можно обсудить детали?"
ТООLi Technology,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/11780309,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООLi Technology. Подскажите, с кем можно обсудить детали?"
ТООЛидер-2010,hh.kz,контекстная реклама,"Рудный, Парковая улица, 52",https://hh.kz/employer/1984411,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООЛидер-2010. Подскажите, с кем можно обсудить детали?"
ТООNewmedical,hh.kz,контекстная реклама,"Алматы, микрорайон Коктем-2, 16",https://hh.kz/employer/10841686,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООNewmedical. Подскажите, с кем можно обсудить детали?"
ТООKaz Invest Profit,hh.kz,контекстная реклама,"Астана, улица Бухар Жырау, 34/2",https://hh.kz/employer/3920759,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООKaz Invest Profit. Подскажите, с кем можно обсудить детали?"
ТООNeuro Balance,hh.kz,контекстная реклама,"Астана, проспект Кабанбай Батыра, 28",https://hh.kz/employer/12361079,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООNeuro Balance. Подскажите, с кем можно обсудить детали?"
ИПHimalaya Trading,hh.kz,контекстная реклама,Алматы,https://hh.kz/employer/12908793,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ИПHimalaya Trading. Подскажите, с кем можно обсудить детали?"
ИПYM GROUP,hh.kz,контекстная реклама,"Карасайский район, квартал Карасу, 4159",https://hh.kz/employer/4146171,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ИПYM GROUP. Подскажите, с кем можно обсудить детали?"
ТООAdExpert,hh.kz,контекстная реклама,"Алматы, проспект Назарбаева, 65",https://hh.kz/employer/2531525,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООAdExpert. Подскажите, с кем можно обсудить детали?"
ТООGlobalMedia,hh.kz,контекстная реклама,"Павлодар, улица Лермонтова, 94/1",https://hh.kz/employer/1387243,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООGlobalMedia. Подскажите, с кем можно обсудить детали?"
ТООEnergy Components (EnCom),hh.kz,контекстная реклама,"Алматы, улица Утеген батыра, 7/1",https://hh.kz/employer/11532067,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООEnergy Components (EnCom). Подскажите, с кем можно обсудить детали?"
ТООProplexKZ,hh.kz,контекстная реклама,"Астана, улица Телжан Шонанулы, 8",https://hh.kz/employer/9290292,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для ТООProplexKZ. Подскажите, с кем можно обсудить детали?"
elizabeth.belaia (@elizabeth.belaia),threads.net,Threads: контекстная реклама,Удалённо / СНГ,https://www.threads.net/@elizabeth.belaia,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для elizabeth.belaia (@elizabeth.belaia). Подскажите, с кем можно обсудить детали?"
maria.diachok (@maria.diachok),threads.net,Threads: контекстная реклама,Удалённо / СНГ,https://www.threads.net/@maria.diachok,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для maria.diachok (@maria.diachok). Подскажите, с кем можно обсудить детали?"
katrin.lychik (@katrin.lychik),threads.net,Threads: контекстная реклама,Удалённо / СНГ,https://www.threads.net/@katrin.lychik,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для katrin.lychik (@katrin.lychik). Подскажите, с кем можно обсудить детали?"
alisesuniverse (@alisesuniverse),threads.net,Threads: контекстная реклама,Удалённо / СНГ,https://www.threads.net/@alisesuniverse,,,,Необходимость масштабирования продаж,Оптимизация маркетинга и коммуникаций,Внедрение ИИ-решений и автоворонок для сферы Threads: контекстная реклама,"Здравствуйте! Хотели предложить вам решения по автоматизации маркетинга и ИИ для alisesuniverse (@alisesuniverse). Подскажите, с кем можно обсудить детали?"
